4018700080005,Квитанция за Февраль 2020,2597.96,0.00,2597.96,2672.33,022020
4012600155006,Квитанция за Февраль 2020,2802.98,0.00,2802.98,2930.39,022020
4003500085006,Квитанция за Февраль 2020,1741.50,0.00,1741.50,1817.02,022020
4023200100008,Квитанция за Февраль 2020,2773.00,0.00,2773.00,2944.88,022020
4010900010005,Квитанция за Февраль 2020,3100.99,0.00,3100.99,3011.37,022020
4008900060005,Квитанция за Февраль 2020,3317.94,0.00,3317.94,3434.54,022020
4045200028006,Квитанция за Февраль 2020,2012.17,0.00,2012.17,2012.17,022020
4012600047005,Квитанция за Февраль 2020,4393.16,0.00,4396.16,1171.26,022020
4025700019005,Квитанция за Февраль 2020,3714.08,0.00,3714.08,3856.91,022020
4023200110007,Квитанция за Февраль 2020,2909.24,0.00,2909.24,2622.40,022020
4011200014004,Квитанция за Февраль 2020,3811.35,0.00,3811.35,3526.92,022020
4017600002005,Квитанция за Февраль 2020,2436.53,0.00,2436.53,2565.57,022020
4010900040005,Квитанция за Февраль 2020,8095.12,0.00,4857.12,3008.40,022020
4024300130007,Квитанция за Февраль 2020,2699.68,0.00,2699.68,2601.82,022020
4024700014008,Квитанция за Февраль 2020,2546.78,0.00,2546.78,2651.46,022020
4022700050007,Квитанция за Февраль 2020,2303.68,0.00,2303.68,2046.88,022020
4029300029007,Квитанция за Февраль 2020,5164.33,0.00,5164.33,22742.30,022020
4014900100004,Квитанция за Февраль 2020,7259.00,0.00,10889.34,3629.78,022020
4020800055006,Квитанция за Февраль 2020,1423.57.00,0.00,1423.57,1325.30,022020